,bike_name,price,kms_driven,age,brand,Owner_Type
20887,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
20888,Honda CB Trigger,43000,42837,8,Honda,0
20889,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
20890,Hero CBZ Xtreme,11900,34968,14,Hero,0
20891,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
20892,Hero Passion 100cc,18000,3869,16,Hero,0
20893,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
20894,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
20895,Hero Hunk Rear,25000,48587,8,Hero,0
20896,Bajaj Avenger Street,70000,8000,5,Bajaj,0
20897,Honda CB Hornet,87000,140,3,Honda,0
20898,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
20899,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
20900,Hero CD Deluxe,18000,22824,8,Hero,0
20901,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
20902,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
20904,Bajaj Dominar 400,139000,21300,4,Bajaj,0
20905,Bajaj Avenger Street,80000,7127,5,Bajaj,0
20906,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
20907,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
20908,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
20909,Bajaj Avenger Street,55005,6600,5,Bajaj,0
20910,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
20911,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
20912,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
20913,KTM RC 390cc,196700,13216,4,KTM,0
20914,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
20915,Yamaha Fazer 25,123000,14500,4,Yamaha,0
20916,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
20917,Hero Passion Pro,32000,12000,6,Hero,0
20918,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
20919,Hero Passion 100cc,15000,35000,19,Hero,2
20920,Hero Passion Pro,39000,22000,4,Hero,0
20921,TVS Apache RTR,30000,6639,9,TVS,0
20922,Bajaj Avenger Street,60000,20373,6,Bajaj,0
20923,Hero Super Splendor,15600,84186,16,Hero,0
20924,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
20925,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
20926,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
20927,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
20928,Bajaj Avenger Street,55005,6600,5,Bajaj,0
20929,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
20930,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
20931,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
20932,KTM RC 390cc,196700,13216,4,KTM,0
20933,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
20934,Yamaha Fazer 25,123000,14500,4,Yamaha,0
20935,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
20936,Hero Passion Pro,32000,12000,6,Hero,0
20937,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
20938,Hero Passion 100cc,15000,35000,19,Hero,2
20939,Hero Passion Pro,39000,22000,4,Hero,0
20940,TVS Apache RTR,30000,6639,9,TVS,0
20941,Bajaj Avenger Street,60000,20373,6,Bajaj,0
20942,Hero Super Splendor,15600,84186,16,Hero,0
20943,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
20944,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
20945,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
20946,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
20947,Bajaj Avenger Street,55005,6600,5,Bajaj,0
20948,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
20949,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
20950,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
20951,KTM RC 390cc,196700,13216,4,KTM,0
20952,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
20953,Yamaha Fazer 25,123000,14500,4,Yamaha,0
20954,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
20955,Hero Passion Pro,32000,12000,6,Hero,0
20956,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
20957,Hero Passion 100cc,15000,35000,19,Hero,2
20958,Hero Passion Pro,39000,22000,4,Hero,0
20959,TVS Apache RTR,30000,6639,9,TVS,0
20960,Bajaj Avenger Street,60000,20373,6,Bajaj,0
20961,Hero Super Splendor,15600,84186,16,Hero,0
20962,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
20963,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
20964,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
20965,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
20966,Bajaj Avenger Street,55005,6600,5,Bajaj,0
20967,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
20968,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
20969,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
20970,KTM RC 390cc,196700,13216,4,KTM,0
20971,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
20972,Yamaha Fazer 25,123000,14500,4,Yamaha,0
20973,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
20974,Hero Passion Pro,32000,12000,6,Hero,0
20975,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
20976,Hero Passion 100cc,15000,35000,19,Hero,2
20977,Hero Passion Pro,39000,22000,4,Hero,0
20978,TVS Apache RTR,30000,6639,9,TVS,0
20979,Bajaj Avenger Street,60000,20373,6,Bajaj,0
20980,Hero Super Splendor,15600,84186,16,Hero,0
20981,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
20982,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
20983,Honda CB Trigger,43000,42837,8,Honda,0
20984,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
20985,Hero CBZ Xtreme,11900,34968,14,Hero,0
20986,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
20987,Hero Passion 100cc,18000,3869,16,Hero,0
20988,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
20989,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
20990,Hero Hunk Rear,25000,48587,8,Hero,0
20991,Bajaj Avenger Street,70000,8000,5,Bajaj,0
20992,Honda CB Hornet,87000,140,3,Honda,0
20993,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
20994,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
20995,Hero CD Deluxe,18000,22824,8,Hero,0
20996,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
20997,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
20999,Bajaj Dominar 400,139000,21300,4,Bajaj,0
21000,Bajaj Avenger Street,80000,7127,5,Bajaj,0
21001,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
21002,Honda CB Trigger,43000,42837,8,Honda,0
21003,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
21004,Hero CBZ Xtreme,11900,34968,14,Hero,0
21005,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
21006,Hero Passion 100cc,18000,3869,16,Hero,0
21007,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
21008,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
21009,Hero Hunk Rear,25000,48587,8,Hero,0
21010,Bajaj Avenger Street,70000,8000,5,Bajaj,0
21011,Honda CB Hornet,87000,140,3,Honda,0
21012,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
21013,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
21014,Hero CD Deluxe,18000,22824,8,Hero,0
21015,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
21016,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
21018,Bajaj Dominar 400,139000,21300,4,Bajaj,0
21019,Bajaj Avenger Street,80000,7127,5,Bajaj,0
21020,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
21021,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
21022,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
21023,Bajaj Avenger Street,55005,6600,5,Bajaj,0
21024,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
21025,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
21026,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
21027,KTM RC 390cc,196700,13216,4,KTM,0
21028,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
21029,Yamaha Fazer 25,123000,14500,4,Yamaha,0
21030,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
21031,Hero Passion Pro,32000,12000,6,Hero,0
21032,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
21033,Hero Passion 100cc,15000,35000,19,Hero,2
21034,Hero Passion Pro,39000,22000,4,Hero,0
21035,TVS Apache RTR,30000,6639,9,TVS,0
21036,Bajaj Avenger Street,60000,20373,6,Bajaj,0
21037,Hero Super Splendor,15600,84186,16,Hero,0
21038,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
21039,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
21040,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
21041,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
21042,Bajaj Avenger Street,55005,6600,5,Bajaj,0
21043,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
21044,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
21045,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
21046,KTM RC 390cc,196700,13216,4,KTM,0
21047,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
21048,Yamaha Fazer 25,123000,14500,4,Yamaha,0
21049,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
21050,Hero Passion Pro,32000,12000,6,Hero,0
21051,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
21052,Hero Passion 100cc,15000,35000,19,Hero,2
21053,Hero Passion Pro,39000,22000,4,Hero,0
21054,TVS Apache RTR,30000,6639,9,TVS,0
21055,Bajaj Avenger Street,60000,20373,6,Bajaj,0
21056,Hero Super Splendor,15600,84186,16,Hero,0
21057,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
21058,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
21059,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
21060,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
21061,Bajaj Avenger Street,55005,6600,5,Bajaj,0
21062,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
21063,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
21064,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
21065,KTM RC 390cc,196700,13216,4,KTM,0
21066,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
21067,Yamaha Fazer 25,123000,14500,4,Yamaha,0
21068,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
21069,Hero Passion Pro,32000,12000,6,Hero,0
21070,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
21071,Hero Passion 100cc,15000,35000,19,Hero,2
21072,Hero Passion Pro,39000,22000,4,Hero,0
21073,TVS Apache RTR,30000,6639,9,TVS,0
21074,Bajaj Avenger Street,60000,20373,6,Bajaj,0
21075,Hero Super Splendor,15600,84186,16,Hero,0
21076,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
21077,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
21078,Honda CB Trigger,43000,42837,8,Honda,0
21079,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
21080,Hero CBZ Xtreme,11900,34968,14,Hero,0
21081,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
21082,Hero Passion 100cc,18000,3869,16,Hero,0
21083,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
21084,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
21085,Hero Hunk Rear,25000,48587,8,Hero,0
21086,Bajaj Avenger Street,70000,8000,5,Bajaj,0
21087,Honda CB Hornet,87000,140,3,Honda,0
21088,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
21089,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
21090,Hero CD Deluxe,18000,22824,8,Hero,0
21091,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
21092,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
21094,Bajaj Dominar 400,139000,21300,4,Bajaj,0
21095,Bajaj Avenger Street,80000,7127,5,Bajaj,0
21096,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
21097,Honda CB Trigger,43000,42837,8,Honda,0
21098,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
21099,Hero CBZ Xtreme,11900,34968,14,Hero,0
21100,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
21101,Hero Passion 100cc,18000,3869,16,Hero,0
21102,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
21103,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
21104,Hero Hunk Rear,25000,48587,8,Hero,0
21105,Bajaj Avenger Street,70000,8000,5,Bajaj,0
21106,Honda CB Hornet,87000,140,3,Honda,0
21107,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
21108,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
21109,Hero CD Deluxe,18000,22824,8,Hero,0
21110,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
21111,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
21113,Bajaj Dominar 400,139000,21300,4,Bajaj,0
21114,Bajaj Avenger Street,80000,7127,5,Bajaj,0
21115,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
21116,Honda CB Trigger,43000,42837,8,Honda,0
21117,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
21118,Hero CBZ Xtreme,11900,34968,14,Hero,0
21119,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
21120,Hero Passion 100cc,18000,3869,16,Hero,0
21121,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
21122,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
21123,Hero Hunk Rear,25000,48587,8,Hero,0
21124,Bajaj Avenger Street,70000,8000,5,Bajaj,0
21125,Honda CB Hornet,87000,140,3,Honda,0
21126,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
21127,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
21128,Hero CD Deluxe,18000,22824,8,Hero,0
21129,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
21130,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
21132,Bajaj Dominar 400,139000,21300,4,Bajaj,0
21133,Bajaj Avenger Street,80000,7127,5,Bajaj,0
21134,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
21135,Honda CB Trigger,43000,42837,8,Honda,0
21136,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
21137,Hero CBZ Xtreme,11900,34968,14,Hero,0
21138,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
21139,Hero Passion 100cc,18000,3869,16,Hero,0
21140,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
21141,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
21142,Hero Hunk Rear,25000,48587,8,Hero,0
21143,Bajaj Avenger Street,70000,8000,5,Bajaj,0
21144,Honda CB Hornet,87000,140,3,Honda,0
21145,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
21146,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
21147,Hero CD Deluxe,18000,22824,8,Hero,0
21148,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
21149,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
21151,Bajaj Dominar 400,139000,21300,4,Bajaj,0
21152,Bajaj Avenger Street,80000,7127,5,Bajaj,0
21153,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
21154,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
21155,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
21156,Bajaj Avenger Street,55005,6600,5,Bajaj,0
21157,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
21158,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
21159,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
21160,KTM RC 390cc,196700,13216,4,KTM,0
21161,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
21162,Yamaha Fazer 25,123000,14500,4,Yamaha,0
21163,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
21164,Hero Passion Pro,32000,12000,6,Hero,0
21165,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
21166,Hero Passion 100cc,15000,35000,19,Hero,2
21167,Hero Passion Pro,39000,22000,4,Hero,0
21168,TVS Apache RTR,30000,6639,9,TVS,0
21169,Bajaj Avenger Street,60000,20373,6,Bajaj,0
21170,Hero Super Splendor,15600,84186,16,Hero,0
21171,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
21172,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
21173,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
21174,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
21175,Bajaj Avenger Street,55005,6600,5,Bajaj,0
21176,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
21177,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
21178,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
21179,KTM RC 390cc,196700,13216,4,KTM,0
21180,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
21181,Yamaha Fazer 25,123000,14500,4,Yamaha,0
21182,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
21183,Hero Passion Pro,32000,12000,6,Hero,0
21184,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
21185,Hero Passion 100cc,15000,35000,19,Hero,2
21186,Hero Passion Pro,39000,22000,4,Hero,0
21187,TVS Apache RTR,30000,6639,9,TVS,0
21188,Bajaj Avenger Street,60000,20373,6,Bajaj,0
21189,Hero Super Splendor,15600,84186,16,Hero,0
21190,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
21191,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
21192,Honda CB Trigger,43000,42837,8,Honda,0
21193,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
21194,Hero CBZ Xtreme,11900,34968,14,Hero,0
21195,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
21196,Hero Passion 100cc,18000,3869,16,Hero,0
21197,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
21198,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
21199,Hero Hunk Rear,25000,48587,8,Hero,0
21200,Bajaj Avenger Street,70000,8000,5,Bajaj,0
21201,Honda CB Hornet,87000,140,3,Honda,0
21202,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
21203,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
21204,Hero CD Deluxe,18000,22824,8,Hero,0
21205,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
21206,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
21208,Bajaj Dominar 400,139000,21300,4,Bajaj,0
21209,Bajaj Avenger Street,80000,7127,5,Bajaj,0
21210,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
21211,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
21212,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
21213,Bajaj Avenger Street,55005,6600,5,Bajaj,0
21214,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
21215,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
21216,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
21217,KTM RC 390cc,196700,13216,4,KTM,0
21218,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
21219,Yamaha Fazer 25,123000,14500,4,Yamaha,0
21220,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
21221,Hero Passion Pro,32000,12000,6,Hero,0
21222,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
21223,Hero Passion 100cc,15000,35000,19,Hero,2
21224,Hero Passion Pro,39000,22000,4,Hero,0
21225,TVS Apache RTR,30000,6639,9,TVS,0
21226,Bajaj Avenger Street,60000,20373,6,Bajaj,0
21227,Hero Super Splendor,15600,84186,16,Hero,0
21228,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
21229,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
21230,Honda CB Trigger,43000,42837,8,Honda,0
21231,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
21232,Hero CBZ Xtreme,11900,34968,14,Hero,0
21233,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
21234,Hero Passion 100cc,18000,3869,16,Hero,0
21235,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
21236,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
21237,Hero Hunk Rear,25000,48587,8,Hero,0
21238,Bajaj Avenger Street,70000,8000,5,Bajaj,0
21239,Honda CB Hornet,87000,140,3,Honda,0
21240,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
21241,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
21242,Hero CD Deluxe,18000,22824,8,Hero,0
21243,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
21244,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
21246,Bajaj Dominar 400,139000,21300,4,Bajaj,0
21247,Bajaj Avenger Street,80000,7127,5,Bajaj,0
21248,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
21249,Honda CB Trigger,43000,42837,8,Honda,0
21250,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
21251,Hero CBZ Xtreme,11900,34968,14,Hero,0
21252,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
21253,Hero Passion 100cc,18000,3869,16,Hero,0
21254,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
21255,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
21256,Hero Hunk Rear,25000,48587,8,Hero,0
21257,Bajaj Avenger Street,70000,8000,5,Bajaj,0
21258,Honda CB Hornet,87000,140,3,Honda,0
21259,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
21260,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
21261,Hero CD Deluxe,18000,22824,8,Hero,0
21262,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
21263,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
21265,Bajaj Dominar 400,139000,21300,4,Bajaj,0
21266,Bajaj Avenger Street,80000,7127,5,Bajaj,0
21267,Yamaha FZ 150cc,45000,18742,6,Yamaha,0
21268,Honda CB Trigger,43000,42837,8,Honda,0
21269,Yamaha YZF-R15 2.0,55000,27000,9,Yamaha,0
21270,Hero CBZ Xtreme,11900,34968,14,Hero,0
21271,Royal Enfield Bullet,105000,20000,4,Royal Enfield,0
21272,Hero Passion 100cc,18000,3869,16,Hero,0
21273,Bajaj Pulsar NS200,48000,41939,8,Bajaj,0
21274,Bajaj Avenger 220cc,50000,29134,7,Bajaj,0
21275,Hero Hunk Rear,25000,48587,8,Hero,0
21276,Bajaj Avenger Street,70000,8000,5,Bajaj,0
21277,Honda CB Hornet,87000,140,3,Honda,0
21278,Bajaj Pulsar 150cc,10000,64955,15,Bajaj,0
21279,Yamaha Fazer 150cc,25000,65000,12,Yamaha,0
21280,Hero CD Deluxe,18000,22824,8,Hero,0
21281,Bajaj Pulsar 150cc,14227,36000,15,Bajaj,0
21282,Bajaj Avenger 220cc,35000,60000,9,Bajaj,0
21284,Bajaj Dominar 400,139000,21300,4,Bajaj,0
21285,Bajaj Avenger Street,80000,7127,5,Bajaj,0
21286,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
21287,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
21288,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
21289,Bajaj Avenger Street,55005,6600,5,Bajaj,0
21290,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
21291,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
21292,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
21293,KTM RC 390cc,196700,13216,4,KTM,0
21294,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
21295,Yamaha Fazer 25,123000,14500,4,Yamaha,0
21296,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
21297,Hero Passion Pro,32000,12000,6,Hero,0
21298,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
21299,Hero Passion 100cc,15000,35000,19,Hero,2
21300,Hero Passion Pro,39000,22000,4,Hero,0
21301,TVS Apache RTR,30000,6639,9,TVS,0
21302,Bajaj Avenger Street,60000,20373,6,Bajaj,0
21303,Hero Super Splendor,15600,84186,16,Hero,0
21304,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
21305,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
21306,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
21307,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
21308,Bajaj Avenger Street,55005,6600,5,Bajaj,0
21309,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
21310,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
21311,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
21312,KTM RC 390cc,196700,13216,4,KTM,0
21313,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
21314,Yamaha Fazer 25,123000,14500,4,Yamaha,0
21315,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
21316,Hero Passion Pro,32000,12000,6,Hero,0
21317,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
21318,Hero Passion 100cc,15000,35000,19,Hero,2
21319,Hero Passion Pro,39000,22000,4,Hero,0
21320,TVS Apache RTR,30000,6639,9,TVS,0
21321,Bajaj Avenger Street,60000,20373,6,Bajaj,0
21322,Hero Super Splendor,15600,84186,16,Hero,0
21323,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
21324,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
21325,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
21326,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
21327,Bajaj Avenger Street,55005,6600,5,Bajaj,0
21328,Royal Enfield Classic,87000,16336,7,Royal Enfield,0
21329,Royal Enfield Thunderbird,70000,13858,11,Royal Enfield,2
21330,Suzuki Zeus 125cc,35000,11885,12,Suzuki,0
21331,KTM RC 390cc,196700,13216,4,KTM,0
21332,Bajaj Pulsar 150cc,25000,32588,9,Bajaj,0
21333,Yamaha Fazer 25,123000,14500,4,Yamaha,0
21334,Royal Enfield Classic,95500,18000,8,Royal Enfield,0
21335,Hero Passion Pro,32000,12000,6,Hero,0
21336,Bajaj Avenger 220cc,41000,20245,11,Bajaj,2
21337,Hero Passion 100cc,15000,35000,19,Hero,2
21338,Hero Passion Pro,39000,22000,4,Hero,0
21339,TVS Apache RTR,30000,6639,9,TVS,0
21340,Bajaj Avenger Street,60000,20373,6,Bajaj,0
21341,Hero Super Splendor,15600,84186,16,Hero,0
21342,Bajaj Pulsar 150cc,22000,60857,13,Bajaj,0
21343,Bajaj Platina 100cc,23000,20000,6,Bajaj,0
21344,Suzuki Slingshot Plus,32000,22697,7,Suzuki,0
21345,Yamaha SZ-RR 150cc,20000,52000,10,Yamaha,0
21346,Bajaj Avenger Street,55005,6600,5,Bajaj,0
