,bike_name,price,kms_driven,age,brand,Owner_Type
5272,Yamaha YZF-R15 2.0,74000,23000,7,Yamaha,0
5273,Bajaj Pulsar 150cc,18600,56000,10,Bajaj,0
5275,Royal Enfield Thunderbird,89000,13000,8,Royal Enfield,0
5276,Royal Enfield Thunderbird,95000,40500,8,Royal Enfield,0
5277,TVS Apache RTR,65000,18500,5,TVS,0
5278,KTM RC 200cc,125000,8200,5,KTM,0
5280,Hero Passion Pro,35000,9500,6,Hero,0
5281,TVS Star City,40000,38950,5,TVS,0
5282,TVS Apache RTR,40000,80000,9,TVS,0
5283,KTM RC 200cc,140000,10000,6,KTM,0
5284,Bajaj Discover 110cc,55000,2000,3,Bajaj,0
5285,Bajaj Avenger 150cc,59999,20850,7,Bajaj,0
5286,Royal Enfield Thunderbird,112100,22800,5,Royal Enfield,0
5287,Royal Enfield Thunderbird,137999,7900,5,Royal Enfield,0
5288,Bajaj Avenger Street,70000,11000,4,Bajaj,0
5289,Honda CB Twister,25000,28000,7,Honda,0
5290,Hero Hunk 150cc,15600,50000,13,Hero,0
5291,KTM RC 200cc,140000,10000,6,KTM,0
5292,Bajaj Avenger 220cc,44600,39500,8,Bajaj,0
5294,Royal Enfield Classic,120000,2827,5,Royal Enfield,0
5295,Royal Enfield Classic,118000,12434,6,Royal Enfield,0
5296,Royal Enfield Machismo,150000,38000,14,Royal Enfield,0
5297,Yamaha FZ16 150cc,30000,9300,11,Yamaha,0
5298,Yamaha YZF-R15 2.0,41000,60000,10,Yamaha,0
5299,Royal Enfield Thunderbird,90000,12000,8,Royal Enfield,0
5300,Yamaha FZs 150cc,18000,18465,12,Yamaha,0
5301,Bajaj Dominar 400,110000,5548,4,Bajaj,0
5302,Royal Enfield Classic,110000,25353,5,Royal Enfield,0
5303,Royal Enfield Classic,170000,6700,3,Royal Enfield,0
